#Wave		#Intensity
2226.685547	382.439270
2225.599609	366.312317
2224.513672	366.245422
2223.429688	382.299561
2222.343750	340.783112
2221.257813	338.418701
2220.171875	356.770844
2219.083984	365.910950
2217.998047	335.932281
2216.912109	349.673798
2215.824219	386.410919
2214.738281	363.343842
2213.650391	372.474304
2212.562500	365.509796
2211.474609	353.951050
2210.386719	372.270020
2209.298828	358.416687
2208.210938	365.242493
2207.123047	404.219635
2206.033203	385.775421
2204.945313	376.521393
2203.855469	378.747955
2202.765625	371.793610
2201.675781	364.841766
2200.585938	364.774994
2199.496094	364.708221
2198.406250	373.814850
2197.316406	389.796906
2196.226563	385.140533
2195.134766	403.406677
2194.044922	364.374542
2192.953125	332.230408
2191.861328	350.496185
2190.769531	400.820892
2189.677734	364.107727
2188.585938	364.041046
2187.494141	386.865814
2186.402344	375.351318
2185.310547	363.841003
2184.216797	345.471252
2183.125000	359.132751
2182.031250	391.085663
2180.937500	354.427887
2179.843750	363.507782
2178.750000	361.155365
2177.656250	363.374542
2176.562500	363.307953
2175.468750	360.956818
2174.373047	370.027100
2173.279297	363.108154
2172.183594	349.341888
2171.089844	358.409302
2169.994141	362.908447
2168.898438	342.303680
2167.802734	392.436218
2166.707031	358.146423
2165.611328	369.484558
2164.513672	371.697144
2163.417969	353.389496
2162.320313	330.529510
2161.224609	369.213470
2160.126953	380.539124
2159.029297	400.973602
2157.931641	343.954010
2156.833984	391.716736
2155.736328	359.766785
2154.638672	377.913422
2153.539063	348.253845
2152.441406	389.153442
2151.341797	354.951996
2150.244141	373.086121
2149.144531	361.645142
2148.044922	388.867676
2146.945313	397.890900
2145.845703	354.626190
2144.746094	384.107788
2143.646484	336.316620
2142.544922	345.342834
2141.445313	343.007813
2140.343750	349.758240
2139.242188	358.776947
2138.142578	367.792297
2137.041016	360.915009
2135.939453	367.657135
2134.837891	342.629791
2133.734375	394.745850
2132.632813	358.381500
2131.531250	367.386902
2130.427734	383.191162
2129.326172	358.183868
2128.222656	360.384583
2127.119141	389.778290
2126.015625	342.126160
2124.912109	342.063263
2123.808594	366.914276
2122.705078	378.169220
2121.599609	369.043365
2120.496094	373.502808
2119.390625	391.539978
2118.287109	346.211548
2117.181641	375.559082
2116.076172	370.966003
2114.970703	346.020477
2113.865234	388.918762
2112.759766	375.282745
2111.652344	384.254974
2110.546875	352.545532
2109.439453	352.480652
2108.333984	399.856354
2107.226563	377.196136
2106.119141	359.060760
2105.011719	349.963318
2103.904297	347.641479
2102.796875	367.890442
2101.689453	410.697723
2100.582031	383.548096
2099.472656	378.965973
2098.365234	351.832153
2097.255859	369.806702
2096.146484	394.538116
2095.037109	410.244049
2093.929688	351.572998
2092.818359	389.813599
2091.708984	353.696289
2090.599609	371.650543
2089.490234	367.078033
2088.378906	400.784332
2087.269531	371.445099
2086.158203	371.376648
2085.046875	371.308197
