# Flake,status,D_Intensity,D_Position,D_FWHM,G_Intensity,G_Position,G_FWHM,D'_Intensity,D'_Position,D'_FWHM,tpa_Intensity,tpa_Position,tpa_FWHM,2D_Intensity,2D_Position,2D_FWHM,2D'_Intensity,2D'_Position,2D'_FWHM
0,tpa,0.9827732837610925,1354.5213451098869,50.26159267997445,0.5855278852274213,1588.7907304418288,39.028672124336516,0.24569332094027313,1624.5213451098869,12.565398169993612,0.08496048420740179,1527.986765434853,76.33912032809847,0.9908366452176991,2703.8317088937824,78.594987585106,0.3568783346414113,2943.710460405746,86.81254189558526
1,defected,0.9999999999999999,1357.7474050322708,40.04808067431149,0.47297762692286627,1589.2932954885455,35.9265208031017,0.24999999999999997,1627.7474050322708,10.012020168577873,0,0,0,0.9999999999856062,2706.7412310342975,76.09255908820508,0.42001426749313503,2951.1472409654275,75.72470970276036
